movieId,revenue
1,18073.1
2,13478.025
3,10423.1
4,9636.15
5,11150.625
6,17775.375
7,11016.15
8,9170.449999999999
9,8605.324999999999
10,13348.9
11,13725.074999999999
12,8722.25
13,9045.975
14,14321.449999999999
15,10171.425
16,18228.45
17,12650.725
18,14338.3
19,12354.025
20,9524.5
21,14307.6
22,12606.125
23,10081.725
24,13394.05
25,16413.725
26,12048.875
27,10329.05
28,11011.225
29,20445.15
30,13507.449999999999
31,12071.949999999999
32,22348.8
33,12386.5
34,12421.025
35,11464.175
36,16984.025
37,16469.15
38,7532.224999999999
39,11824.699999999999
40,9847.675
41,13815.8
42,12687.275
43,14619.3
44,13962.3
45,12808.75
46,10947.275
47,22618.5
48,11318.425
49,11649.8
50,26139.85
52,13894.875
53,8927.9
54,8143.124999999999
55,10678.1
56,10709.85
57,11049.949999999999
58,14461.8
59,12417.449999999999
60,10420.699999999999
61,9029.05
62,14665.35
63,10513.875
64,9468.5
65,11429.5
66,10878.525
67,9993.85
68,10334.25
69,13820.074999999999
70,16316.875
71,9376.625
72,10929.675
73,15200.675
74,9558.425
75,7547.274999999999
76,12632.525
77,10872.15
78,11439.3
79,8569.699999999999
80,10949.525
81,14710.074999999999
82,14632.65
83,12779.975
84,9567.175
85,11753.675
86,12529.775
87,8502.75
88,9866.1
89,11930.775
90,9293.25
92,9925.449999999999
93,9586.574999999999
94,13855.875
95,11409.15
96,11491.35
97,16012.975
98,10410.824999999999
99,9201.4
100,11697.875
101,16139.85
102,9856.925
103,9871.449999999999
104,13022.15
105,11453.8
106,7979.674999999999
107,10287.0
108,11126.0
110,24473.8
111,21761.3
112,11976.8
113,9974.525
114,13702.199999999999
116,12847.349999999999
117,17201.55
118,10996.35
119,9520.5
120,12183.35
121,12051.35
122,9519.699999999999
123,14958.699999999999
125,14537.0
126,9751.199999999999
128,11228.724999999999
129,11192.675
131,9658.75
132,11523.949999999999
135,9698.074999999999
136,8993.65
137,9164.0
138,8800.0
140,10440.324999999999
141,11557.75
144,13019.525
145,12868.324999999999
146,8533.4
147,15259.125
148,11290.574999999999
149,12622.6
150,18553.925
151,13200.35
152,11158.349999999999
153,11778.199999999999
154,14473.025
155,10255.925
156,10714.5
157,11399.324999999999
158,12293.824999999999
159,12982.1
160,11079.8
161,16164.3
162,14935.125
163,15187.475
164,13075.725
165,13229.675
166,10951.55
167,11204.6
168,12364.175
169,10175.15
170,11967.425
171,11878.875
172,13542.15
173,14039.699999999999
174,9154.125
175,13980.025
176,14078.9
177,12272.425
178,11578.85
179,9990.475
180,15181.9
181,11083.75
182,9743.824999999999
183,11346.949999999999
184,12524.074999999999
185,11812.725
186,11272.4
187,10886.475
188,13214.3
189,9674.199999999999
190,10475.224999999999
191,10009.85
192,11871.025
193,12443.475
194,16952.9
195,9048.775
196,13848.074999999999
197,10822.824999999999
198,16964.75
199,13768.675
200,8524.5
201,9981.574999999999
202,13125.975
203,9194.949999999999
204,9650.175
205,12038.449999999999
206,8984.375
207,10961.35
208,14634.975
209,9559.1
210,10036.05
211,11507.225
212,8537.25
213,14287.275
214,13867.475
215,14051.8
216,12172.6
217,8915.5
218,10608.074999999999
219,11374.625
220,9875.3
222,11759.5
223,19749.75
224,11634.05
225,10792.25
227,8965.4
228,10584.949999999999
229,12290.175
230,12619.375
231,13183.55
232,14789.4
233,12107.925
234,9841.0
235,15792.5
236,10818.625
237,10946.5
238,9547.199999999999
239,10346.074999999999
240,10724.05
241,9770.375
242,12986.625
243,8870.0
244,9257.15
245,9639.3
246,13596.225
247,17344.425
248,9157.1
249,16133.9
250,8485.15
251,11689.875
252,11472.9
253,15088.6
254,11440.324999999999
255,10383.699999999999
256,10468.1
257,11362.675
258,8696.65
259,10477.25
260,25431.125
261,11921.775
262,12230.949999999999
263,11011.875
264,15229.425
265,15199.175
266,15222.0
267,10796.8
268,11635.775
269,12435.9
270,9173.525
271,9181.275
272,14142.225
273,11860.15
274,7674.324999999999
275,9650.55
276,9502.0
277,9907.199999999999
278,9514.55
279,11611.475
280,15014.175
281,13338.199999999999
282,12066.4
283,10156.85
285,9314.9
286,9123.75
287,10439.925
288,15585.324999999999
289,9725.1
290,17451.95
291,11140.8
292,13977.55
293,20387.575
294,9346.025
295,10372.8
296,23014.2
297,14168.949999999999
298,11161.949999999999
299,13144.925
300,14404.699999999999
301,13186.449999999999
302,15978.324999999999
303,11043.15
304,9708.225
305,9547.25
306,15955.4
307,15262.175
308,14487.6
309,13660.975
310,8566.175
311,8188.4
312,8848.725
313,9555.6
314,13090.6
315,9242.65
316,16003.9
317,10975.275
318,27032.65
319,18827.649999999998
320,12507.949999999999
321,12909.15
322,17633.425
324,11945.475
325,11462.55
326,15939.5
327,11173.224999999999
328,11549.725
329,11412.025
330,9161.925
331,11721.275
332,9226.625
333,12417.225
334,10528.65
335,11195.699999999999
337,13678.3
338,11366.199999999999
339,10880.9
340,11418.35
341,11739.175
342,12306.425
343,8993.625
344,13190.675
345,12295.25
346,12265.449999999999
347,12986.375
348,12991.324999999999
349,13579.6
350,11828.475
351,10282.475
352,9882.824999999999
353,18144.95
354,10941.85
355,11059.05
356,23420.2
357,12079.625
358,13579.6
359,8870.0
360,9628.125
361,11893.35
362,10962.175
363,12398.375
364,15574.074999999999
365,12148.875
366,9721.824999999999
367,14004.55
368,13662.824999999999
369,13371.175
370,11148.05
371,12416.574999999999
372,12256.699999999999
373,15546.6
374,10139.65
375,16006.85
376,10884.525
377,15297.949999999999
378,10748.525
379,13185.05
380,14936.225
381,10492.75
382,10896.449999999999
383,11730.375
384,10387.55
385,8545.525
386,11705.324999999999
387,9837.175
388,13527.425
389,11229.0
390,11321.05
391,9286.775
392,11321.025
393,12697.25
394,15724.949999999999
397,8407.15
398,9095.9
402,9474.0
405,10254.275
406,9139.724999999999
407,12875.85
408,10193.074999999999
409,11828.4
410,10705.85
411,12591.574999999999
412,12125.074999999999
413,11290.199999999999
414,9619.824999999999
415,8795.875
416,9841.425
417,11376.8
418,11329.824999999999
419,10083.15
420,9901.324999999999
421,9856.75
422,11556.25
423,12613.8
424,11496.35
425,8699.0
426,10241.699999999999
427,12897.275
428,18791.9
429,11718.8
430,10380.2
431,16742.85
432,11088.025
433,9445.3
434,11484.35
435,11981.975
436,12570.675
437,8420.35
438,10689.025
439,9170.675
440,13974.6
441,16523.95
442,13753.6
443,11388.449999999999
444,11457.875
445,8630.3
446,15419.1
447,9392.625
448,13048.975
449,13428.55
450,12732.55
451,10575.699999999999
452,12323.6
453,9294.25
454,12906.15
455,11137.15
456,16195.35
457,19269.275
458,10311.8
459,9965.125
460,7897.974999999999
461,10288.5
462,11272.65
463,7759.974999999999
464,9826.949999999999
465,12364.225
466,11387.05
467,8980.875
468,11410.324999999999
469,11968.275
470,9228.324999999999
471,16507.925
472,9309.574999999999
473,10161.225
474,16483.725
475,18920.15
476,10442.4
477,12002.199999999999
478,10346.6
479,12236.425
480,21590.125
481,15289.375
482,14932.9
483,17608.825
484,8655.449999999999
485,10974.625
486,9305.675
487,9909.824999999999
488,11532.275
489,9203.4
490,12544.775
491,11185.05
492,15087.699999999999
493,15790.699999999999
494,11362.9
495,12291.824999999999
496,10772.824999999999
497,12157.6
498,9839.949999999999
499,9637.05
500,12739.625
501,12652.974999999999
502,9636.75
503,12316.699999999999
504,11135.949999999999
505,10106.475
506,12635.375
507,13506.625
508,17072.525
509,14202.324999999999
510,9490.875
511,10801.725
512,11850.85
513,11065.225
514,13470.675
515,14405.8
516,10583.025
517,13025.275
518,10784.55
519,11782.6
520,10542.824999999999
521,15044.4
522,16696.85
523,11926.675
524,13854.275
525,18944.65
526,11943.275
527,25181.825
528,10380.65
529,16043.975
531,11947.0
532,9861.225
533,11214.199999999999
534,13804.699999999999
535,14749.125
536,11468.675
537,11001.699999999999
538,12663.05
539,12784.449999999999
540,11509.875
541,23832.275
542,9056.85
543,11433.0
544,9865.725
545,9134.1
546,11583.15
547,9754.4
548,9671.5
549,14455.225
550,10767.15
551,16362.425
552,12598.75
553,15097.85
554,9110.824999999999
555,17914.2
556,14158.824999999999
558,9359.074999999999
559,9988.224999999999
561,14428.6
562,14932.3
563,13679.15
564,12040.25
565,14328.025
566,10430.25
568,10579.125
569,8759.25
570,12210.175
571,12544.925
573,8598.9
574,12905.75
575,8643.974999999999
577,8529.699999999999
580,10392.625
581,14284.375
582,8355.324999999999
583,10731.975
585,11166.6
586,11855.475
587,14597.55
588,14063.925
589,21852.075
590,17531.75
592,16358.325
593,23188.625
594,12581.725
595,13556.324999999999
596,12850.324999999999
597,13086.574999999999
598,10920.324999999999
599,19823.649999999998
600,12161.9
601,9255.025
602,11810.875
603,10605.9
605,9526.475
606,9567.349999999999
608,21003.825
609,8820.224999999999
610,14799.475
611,10302.4
612,8307.35
613,9643.675
614,11697.55
615,12148.375
616,11283.449999999999
617,10187.05
618,8498.15
619,7229.249999999999
621,11471.125
624,14939.05
626,8208.375
627,15056.625
628,16228.15
630,8663.65
631,8506.375
632,13608.025
633,8985.4
634,8656.8
635,11117.225
637,10016.975
638,11471.425
639,8452.625
640,9963.275
641,8607.55
645,10320.275
647,14519.699999999999
648,16067.574999999999
649,11256.25
650,11795.0
651,14784.625
652,8998.849999999999
653,13884.175
656,7969.599999999999
658,9670.875
659,11687.474999999999
660,12440.25
661,13113.375
662,9844.824999999999
663,11731.025
664,8325.55
665,15709.1
666,12418.775
667,8071.45
668,11399.775
670,12026.625
671,13135.625
673,10929.225
674,12825.574999999999
678,20455.175
679,10623.475
680,12980.099999999999
681,10213.699999999999
682,10388.025
685,12063.225
687,11703.75
688,9647.625
690,11437.925
691,10275.275
692,8261.65
694,8550.925
695,11015.25
696,12186.025
697,12411.8
698,9488.699999999999
700,12529.225
701,9696.699999999999
702,11741.775
703,9046.275
704,8650.15
705,15451.6
706,7747.974999999999
707,13225.6
708,12061.1
709,11511.975
710,7613.999999999999
711,8780.15
712,7822.299999999999
713,8657.675
714,15784.675
715,13286.725
716,9166.525
717,9002.574999999999
718,10432.55
719,11835.375
720,17167.075
722,11517.525
724,12959.8
725,9866.675
726,9487.4
728,12507.725
729,12731.949999999999
731,11454.574999999999
732,7634.799999999999
733,17285.15
734,10899.975
735,13625.85
736,15184.675
737,11293.25
741,20533.525
742,10324.4
743,10167.025
